"ken","kuno","kucode","kuname","人口_在学者","人口_（在学者）小学校","人口_（在学者）中学校","人口_（在学者）高校","人口_（在学者）短大・高専","人口_（在学者）大学","人口_（在学者）大学院","人口_（在学者）不詳","人口_未就学者","人口_（未就学者）幼稚園","人口_（未就学者）保育園・保育所","人口_（未就学者）認定こども園","人口_（未就学者）その他","人口_（未就学者）不詳"
13,8,1308,"東京8区",53484,18535,8669,8804,1556,14641,1273,6,22183,3158,7940,268,10817,0
13,9,1309,"東京9区",51893,18407,9360,9756,1672,11929,755,14,18838,3524,5874,268,9172,0
13,10,1310,"東京10区",65719,20613,8982,8756,2076,20390,4812,90,26001,3702,9327,140,12832,0
13,11,1311,"東京11区",56678,19354,9107,9352,2566,15208,1080,11,22272,3224,7349,130,11569,0
13,12,1312,"東京12区",49643,17523,8181,8526,2148,12145,1110,10,22638,2952,8112,136,11437,1
13,13,1313,"東京13区",53173,19796,9962,10291,1987,10471,652,14,20821,3120,6359,224,11118,0
13,14,1314,"東京14区",52575,19304,9601,9839,2157,10858,806,10,23334,3120,8272,260,11682,0
13,15,1315,"東京15区",62976,25613,11582,11179,1466,11841,1279,16,30491,3655,11081,568,15187,0
13,16,1316,"東京16区",68613,25160,12818,13345,3730,12989,553,18,26937,5243,7426,266,14002,0
13,17,1317,"東京17区",54715,20432,10036,10414,2235,10817,770,11,22363,3180,7958,367,10857,1
13,18,1318,"東京18区",67437,22833,10867,11240,2204,18584,1704,5,24953,4698,8290,217,11748,0
13,19,1319,"東京19区",59634,19593,9522,9933,1736,17116,1534,200,21226,3896,6771,342,10217,0
13,20,1320,"東京20区",69026,25181,13416,13833,2740,13188,638,30,24006,4169,7777,651,11409,0
13,21,1321,"東京21区",75481,24256,12350,12917,2424,22113,1406,15,23893,4029,8359,349,11156,0
13,22,1322,"東京22区",72095,24940,11742,11823,2037,19791,1755,7,27219,4876,9675,202,12466,0
13,23,1323,"東京23区",64649,21866,11961,12319,2265,15238,992,8,19576,3901,5957,1223,8495,0
13,24,1324,"東京24区",67495,20877,11181,11397,3964,19044,994,38,19023,3154,6742,610,8517,0
13,25,1325,"東京25区",62744,23572,12335,13045,3002,10360,420,10,21634,2861,9022,662,9089,0
13,26,1326,"東京26区",62685,23053,10680,10624,1348,15082,1892,6,25994,4160,8369,192,13273,0
13,27,1327,"東京27区",44638,14822,6631,6769,2249,12887,1226,54,19637,2634,6729,314,9960,0
13,28,1328,"東京28区",45662,15859,7644,7889,1667,11687,907,9,18929,3019,6613,214,9083,0
13,29,1329,"東京29区",53446,20117,9943,10190,2219,10163,803,11,21878,3153,7132,299,11294,0
13,30,1330,"東京30区",74236,26256,13188,13179,2357,18006,1233,17,25700,4992,9016,643,11049,0
14,1,1401,"神奈川1区",64059,22802,11906,12130,2019,14307,875,20,22193,4691,7021,450,10029,2
14,2,1402,"神奈川2区",60438,22278,11132,11821,2222,12090,892,3,22425,4214,7010,637,10564,0
14,3,1403,"神奈川3区",67904,25508,12326,12117,2471,14495,979,8,27894,4768,9951,442,12733,0
14,4,1404,"神奈川4区",51578,18897,10073,10312,1382,10311,602,1,16118,3621,4694,843,6960,0
14,5,1405,"神奈川5区",61697,22252,12057,12195,2016,12514,656,7,22063,4446,6847,1169,9601,0
14,6,1406,"神奈川6区",58751,20815,10765,11297,2112,12770,986,6,20229,4363,6012,548,9305,1
14,7,1407,"神奈川7区",46832,16865,7949,8027,1411,11472,1102,6,19921,3375,7315,302,8929,0
14,8,1408,"神奈川8区",76857,26084,13555,14643,1936,19373,1256,10,24777,5383,7572,873,10948,1
14,9,1409,"神奈川9区",56957,18584,9509,9496,1676,16621,1007,64,19989,3587,6697,479,9226,0
14,10,1410,"神奈川10区",45514,18512,9092,8646,1714,7081,462,7,21428,3893,7577,159,9798,1
14,11,1411,"神奈川11区",54486,18845,10387,12116,2446,10258,432,2,16940,4098,3664,1796,7382,0
14,12,1412,"神奈川12区",69964,26322,13149,13482,2206,14085,712,8,25922,6278,7861,323,11460,0
14,13,1413,"神奈川13区",58901,22319,11506,12017,2402,10137,516,4,22044,4761,5440,571,11272,0
14,14,1414,"神奈川14区",65623,23517,12492,12507,2942,13523,631,11,22368,3714,5633,2924,10097,0
14,15,1415,"神奈川15区",73473,26922,14309,14611,2575,14370,590,96,25482,5013,6905,1319,12245,0
14,16,1416,"神奈川16区",64285,22974,12192,12498,2528,13503,584,6,22485,4400,6016,1618,10449,2
14,17,1417,"神奈川17区",67592,24341,13077,13797,2976,12834,550,17,21330,3506,6996,1479,9349,0
14,18,1418,"神奈川18区",64672,24306,11507,11302,1807,14630,1112,8,29544,4865,11079,342,13257,1
14,19,1419,"神奈川19区",72131,26843,13452,13493,1831,15522,938,52,25695,5648,7920,791,11336,0
14,20,1420,"神奈川20区",53426,18889,9780,9791,2120,12142,695,9,19076,3820,5223,1082,8951,0
15,1,1501,"新潟1区",53225,20537,10551,10660,4062,6823,582,10,20042,1537,7892,4506,6107,0
15,2,1502,"新潟2区",61634,22958,11954,12729,3091,9781,1044,77,20915,1189,10110,3721,5895,0
15,3,1503,"新潟3区",54650,21240,11329,12375,2973,6028,172,533,18973,1113,8623,4014,5223,0
15,4,1504,"新潟4区",52202,20924,11111,11513,3110,4721,821,2,19232,1402,7858,3885,6087,0
15,5,1505,"新潟5区",46649,19772,10793,11392,1461,2646,578,7,17725,1222,9107,2373,5023,0
16,1,1601,"富山1区",41073,15041,7957,8096,1892,7258,817,12,15410,1231,4838,4440,4901,0
16,2,1602,"富山2区",33668,13680,7666,8196,1678,2301,143,4,12445,395,6155,2749,3146,0
16,3,1603,"富山3区",48957,19394,10767,11234,2513,4700,335,14,18082,1022,8316,3937,4807,0
17,1,1701,"石川1区",67664,23305,11874,12427,2748,15662,1636,12,23037,2668,6032,6528,7809,0
