"ken","kuno","kucode","kuname","一般世帯数_総数","一般世帯数_親族のみの世帯","一般世帯数_核家族世帯","一般世帯数_うち夫婦のみの世帯","一般世帯数_うち夫婦と子供から成る世帯","一般世帯数_核家族以外の世帯","一般世帯数_非親族を含む世帯","一般世帯数_単独世帯","一般世帯数_世帯の家族類型「不詳」","一般世帯数_（再掲）3世代世帯","一般世帯数_（再掲）夫65歳以上，妻60歳以上の夫婦のみの世帯","一般世帯数_（再掲）65歳以上の単独世帯"
27,1,2701,"大阪1区",72822,38477,33471,17713,7386,5006,793,33552,0,2706,16356,33552
27,2,2702,"大阪2区",106281,59063,51623,27191,11623,7440,783,46435,0,4047,25810,46435
27,3,2703,"大阪3区",96670,46834,41608,22196,9113,5226,873,48963,0,2674,20891,48963
27,4,2704,"大阪4区",74810,42500,37382,19951,8423,5118,829,31481,0,2670,18688,31481
27,5,2705,"大阪5区",87720,48469,42703,22160,9697,5766,874,38377,0,3177,20731,38377
27,6,2706,"大阪6区",87615,52228,45807,24193,10543,6421,596,34791,0,3853,22952,34791
27,7,2707,"大阪7区",72844,47902,42921,24452,9961,4981,323,24619,0,3016,23475,24619
27,8,2708,"大阪8区",87810,55953,49907,27977,11620,6046,374,31483,0,3595,26805,31483
27,9,2709,"大阪9区",73434,51952,45429,26544,10913,6523,299,21183,0,4084,25512,21183
27,10,2710,"大阪10区",71320,49365,43935,24623,10781,5430,541,21414,0,3345,23864,21414
27,11,2711,"大阪11区",82872,59220,52782,30153,13171,6438,259,23393,0,4075,29068,23393
27,12,2712,"大阪12区",76049,50997,44796,23886,10836,6201,433,24619,0,3918,22851,24619
27,13,2713,"大阪13区",90973,57950,49964,26051,12207,7986,624,32399,0,5055,24827,32399
27,14,2714,"大阪14区",95699,63869,55265,30285,13468,8604,494,31336,0,5338,29077,31336
27,15,2715,"大阪15区",91303,64210,55089,31896,13263,9121,332,26761,0,5827,30687,26761
27,16,2716,"大阪16区",69775,43525,37865,20537,8948,5660,298,25952,0,3404,19564,25952
27,17,2717,"大阪17区",74518,50373,43930,25081,10368,6443,288,23857,0,4098,24141,23857
27,18,2718,"大阪18区",89959,61714,51428,28263,12653,10286,624,27621,0,6904,27014,27621
27,19,2719,"大阪19区",66013,46540,38547,21476,9531,7993,310,19163,0,5431,20622,19163
28,1,2801,"兵庫1区",78781,46015,41571,24113,8692,4444,513,32253,0,2323,22877,32253
28,2,2802,"兵庫2区",90992,56732,49972,28976,10919,6760,627,33633,0,3855,27597,33633
28,3,2803,"兵庫3区",75118,47408,43345,25887,9261,4063,483,27227,0,2277,24899,27227
28,4,2804,"兵庫4区",93138,70834,54884,31559,13992,15950,491,21813,0,10746,30308,21813
28,5,2805,"兵庫5区",91340,70233,50907,29548,12252,19326,331,20776,0,12314,28295,20776
28,6,2806,"兵庫6区",95322,65311,57926,33359,13658,7385,408,29603,0,4477,32031,29603
28,7,2807,"兵庫7区",88056,56887,50628,28983,11607,6259,407,30762,0,3707,27595,30762
28,8,2808,"兵庫8区",80825,51505,44902,23319,10603,6603,1122,28198,0,3819,22205,28198
28,9,2809,"兵庫9区",82377,54673,45256,25785,10681,9417,322,27382,0,5596,24720,27382
28,10,2810,"兵庫10区",75186,54920,46638,26097,12057,8282,272,19994,0,5530,25141,19994
28,11,2811,"兵庫11区",83203,57461,45671,24719,11082,11790,390,25352,0,7853,23659,25352
28,12,2812,"兵庫12区",69808,52818,38659,21963,9393,14159,248,16742,0,9369,21227,16742
29,1,2901,"奈良1区",89964,62982,54456,33070,12314,8526,319,26663,0,5286,31880,26663
29,2,2902,"奈良2区",84536,63845,50855,29523,12571,12990,325,20366,0,8743,28491,20366
29,3,2903,"奈良3区",86588,62510,48458,27377,11853,14052,366,23712,0,9215,26355,23712
30,1,3001,"和歌山1区",92030,61071,50993,29559,11584,10078,444,30515,0,6231,28272,30515
30,2,3002,"和歌山2区",105223,70833,55322,32269,11967,15511,501,33889,0,9618,30967,33889
31,1,3101,"鳥取1区",54214,40765,27092,13344,7136,13673,282,13167,0,9493,12752,13167
31,2,3102,"鳥取2区",55771,41433,27584,13982,7083,13849,335,14003,0,9358,13412,14003
32,1,3201,"島根1区",62546,47012,31218,16828,7605,15794,230,15304,0,10630,16173,15304
