"ken","kuno","kucode","kuname","就業者数_0_総数","就業者数_A_農業，林業","就業者数_01_うち農業","就業者数_B_漁業","就業者数_C_鉱業，採石業，砂利採取業","就業者数_D_建設業","就業者数_E_製造業","就業者数_F_電気・ガス・熱供給・水道業","就業者数_G_情報通信業","就業者数_H_運輸業，郵便業","就業者数_I_卸売業，小売業","就業者数_J_金融業，保険業","就業者数_K_不動産業，物品賃貸業","就業者数_L_学術研究，専門・技術サービス業","就業者数_M_宿泊業，飲食サービス業","就業者数_N_生活関連サービス業，娯楽業","就業者数_O_教育，学習支援業","就業者数_P_医療，福祉","就業者数_Q_複合サービス事業","就業者数_R_サービス業（他に分類されないもの）","就業者数_S_公務（他に分類されるものを除く）","就業者数_T_分類不能の産業","就業者数_R1_（再掲）第1次産業","就業者数_R2_（再掲）第2次産業","就業者数_R3_（再掲）第3次産業"
14,4,1404,"神奈川4区",164336,939,926,118,20,8797,17488,602,11435,7352,25349,4494,5489,11489,9649,5388,10490,22053,623,11830,5876,4855,1057,26305,132119
14,5,1405,"神奈川5区",196021,1351,1347,9,22,14112,23744,837,15258,10602,30446,5946,5775,9716,9593,6046,9886,26268,677,14793,4827,6113,1360,37878,150670
14,6,1406,"神奈川6区",196075,778,770,6,39,15411,19418,980,13643,12549,30142,5202,6265,9574,10563,6721,10023,26395,696,16444,5145,6081,784,34868,154342
14,7,1407,"神奈川7区",167663,739,731,6,31,8679,20384,560,18885,6998,26042,6533,6621,12000,7913,5341,9075,17113,516,11703,3852,4672,745,29094,133152
14,8,1408,"神奈川8区",222575,1243,1236,6,29,12432,24085,647,19108,9902,36284,9170,8482,14704,10896,7375,13650,28044,818,15484,3962,6254,1249,36546,178526
14,9,1409,"神奈川9区",179902,1046,1039,5,28,10101,17162,535,19180,6603,26472,6492,6591,12111,9239,6773,11949,21723,696,13806,3976,5414,1051,27291,146146
14,10,1410,"神奈川10区",190053,197,191,4,22,15186,25629,916,18904,16741,25982,4549,5409,8902,10369,5736,5536,18157,665,15479,3366,8304,201,40837,140711
14,11,1411,"神奈川11区",191520,3053,3048,593,9,14000,17636,925,6106,11041,27403,3342,4047,6557,10943,7086,9247,26497,1233,17430,18511,5861,3646,31645,150368
14,12,1412,"神奈川12区",221229,2383,2366,42,16,14160,34859,808,11505,11321,33657,5044,6564,11137,12050,7785,12150,28060,925,15035,6458,7270,2425,49035,162499
14,13,1413,"神奈川13区",188470,1226,1214,6,10,14833,26094,631,9405,12977,30394,3715,5451,7350,10006,6568,8221,23690,801,14849,5866,6377,1232,40937,139924
14,14,1414,"神奈川14区",218830,1651,1554,11,37,16136,37854,640,8180,17779,32222,3245,5347,8165,10448,8238,10751,26897,1323,16177,6150,7579,1662,54027,155562
14,15,1415,"神奈川15区",230368,2693,2662,60,21,14520,38653,830,9295,13380,36415,4828,5876,10085,12505,8766,11768,28712,1045,16458,6803,7655,2753,53194,166766
14,16,1416,"神奈川16区",210733,2928,2880,12,24,12703,39757,621,7219,18008,29604,3167,5020,11383,10509,6740,9991,25010,1255,14804,5479,6499,2940,52484,148810
14,17,1417,"神奈川17区",243340,5674,5463,121,103,15313,42903,1054,6675,15136,36197,4235,4782,8861,18781,9224,11153,30204,1617,16972,7273,7062,5795,58319,172164
14,18,1418,"神奈川18区",241822,671,660,8,37,12606,28694,896,33912,9987,34140,9257,8809,15914,11897,8185,11578,23984,731,17582,5381,7553,679,41337,192253
14,19,1419,"神奈川19区",204996,1533,1528,5,30,13211,23376,667,18261,9712,34646,7766,7405,12665,10242,7080,10245,23164,723,14519,3617,6129,1538,36617,160712
14,20,1420,"神奈川20区",180493,901,893,12,10,12292,23637,510,10210,11395,27783,3866,5276,8789,9128,6453,9831,24234,684,13843,5413,6226,913,35939,137415
15,1,1501,"新潟1区",207680,6586,6502,523,180,17803,20559,1417,5278,11192,36740,5904,4309,6645,11825,7645,10716,30615,1644,14148,9668,4283,7109,38542,157746
15,2,1502,"新潟2区",237536,11317,11234,40,126,17731,49563,1034,3184,11036,42108,4755,2525,5705,10481,7560,11407,30967,2329,12643,6771,6254,11357,67420,152505
15,3,1503,"新潟3区",219560,14357,14005,294,291,23504,42523,1282,1971,11618,31955,3191,1854,4006,9585,7758,8887,29329,2483,12380,7418,4874,14651,66318,133717
15,4,1504,"新潟4区",208982,7168,7074,323,343,19618,47256,2400,2494,9198,32341,4039,2174,4498,9364,7336,9883,27175,2414,11517,6059,3382,7491,67217,130892
15,5,1505,"新潟5区",210652,14786,14377,325,369,24124,38197,1216,1434,7951,28481,2826,2151,4221,12687,7472,8897,29219,3388,11637,7894,3377,15111,62690,129474
16,1,1601,"富山1区",162309,2510,2452,120,50,13022,32183,1901,3942,6779,25191,4709,2717,4946,8572,5697,8639,20491,1041,10649,4928,4222,2630,45255,110202
16,2,1602,"富山2区",147834,5517,5331,284,87,12830,42623,1108,2085,6026,18086,2420,1196,3014,6145,4470,5758,19479,1550,8466,3834,2856,5801,55540,83637
16,3,1603,"富山3区",218818,6591,6311,409,103,17723,53475,1458,3063,10859,33170,4120,2197,4858,9433,7073,9682,29395,2433,12212,5886,4678,7000,71301,135839
17,1,1701,"石川1区",222028,2613,2480,97,31,17556,27784,893,7164,10504,39948,5559,4565,7811,14934,7808,13674,30408,1354,14614,7851,6860,2710,45371,167087
