"ken","kuno","kucode","kuname","人口_常住者（現住地による人口）","人口_現住所","人口_移動あり（5年前の常住市区町村「不詳」を除く）","人口_国内から","人口_自市町村内から","人口_自区内から","人口_自市内他区から","人口_県内他市町村から","人口_他県から","人口_国外から","人口_5年前の常住市区町村「不詳」","人口_移動状況「不詳」"
13,19,1319,"東京19区",207104,121770,42489,41006,10892,0,0,16615,13499,1483,109,42736
13,20,1320,"東京20区",255706,169516,42428,41573,14509,0,0,15966,11098,855,100,43662
13,21,1321,"東京21区",246227,152201,45565,44355,15293,0,0,15011,14051,1210,77,48384
13,22,1322,"東京22区",270201,153841,57611,55488,16176,0,0,21073,18239,2123,99,58650
13,23,1323,"東京23区",220546,151657,38764,37740,15172,0,0,5788,16780,1024,80,30045
13,24,1324,"東京24区",229728,151889,39815,38596,18307,0,0,8412,11877,1219,101,37923
13,25,1325,"東京25区",247344,173862,40534,39594,16053,0,0,16360,7181,940,149,32799
13,26,1326,"東京26区",274291,146852,57248,53639,32429,17311,15118,1909,19301,3609,83,70108
13,27,1327,"東京27区",232738,114846,49740,46963,26461,12864,13597,3943,16559,2777,60,68092
13,28,1328,"東京28区",198796,107020,45249,43336,24475,14186,10289,2285,16576,1913,45,46482
13,29,1329,"東京29区",222945,128962,38552,36955,24080,14941,9139,1128,11747,1597,93,55338
13,30,1330,"東京30区",252934,165456,48913,47454,17231,0,0,15169,15054,1459,185,38380
14,1,1401,"神奈川1区",260846,174359,46233,44020,27377,16540,10837,4940,11703,2213,89,40165
14,2,1402,"神奈川2区",261295,171930,48766,47185,29701,15411,14290,4890,12594,1581,121,40478
14,3,1403,"神奈川3区",265255,166977,51179,49221,25859,16263,9596,5965,17397,1958,84,47015
14,4,1404,"神奈川4区",200386,145720,32881,31944,13573,3556,2326,9141,9230,937,81,21704
