"ken","kuno","kucode","kuname","人口_総数","人口_卒業者","人口_（卒業者）小学校","人口_（卒業者）中学校","人口_（卒業者）高校・旧中","人口_（卒業者）短大・高専","人口_（卒業者）大学","人口_（卒業者）大学院","人口_（卒業者）不詳","人口_在学者","人口_未就学者","人口_在学か否かの別「不詳」"
11,15,1115,"埼玉15区",215112,196674,312,12655,49102,16760,67192,7424,43229,18309,125,4
11,16,1116,"埼玉16区",181079,168537,416,20035,62198,15489,43315,2965,24119,12434,106,2
12,1,1201,"千葉1区",209922,191356,320,11845,52477,15196,68249,10175,33094,18448,107,11
12,2,1202,"千葉2区",159321,146344,247,10373,41484,12335,49226,4905,27774,12777,188,12
12,3,1203,"千葉3区",172119,159858,416,15925,57694,12749,37019,5751,30304,11996,257,8
12,4,1204,"千葉4区",205327,189460,297,11434,47747,16626,70220,7911,35225,15764,96,7
12,5,1205,"千葉5区",215466,198894,256,9193,41789,15826,77446,10677,43707,16481,81,10
12,6,1206,"千葉6区",212929,196700,324,13351,53135,17062,65660,6476,40692,16128,97,4
12,7,1207,"千葉7区",146945,135643,273,11987,40711,11377,43340,5540,22415,11232,66,4
12,8,1208,"千葉8区",177120,163147,270,10044,45104,14143,58154,6834,28598,13904,67,2
12,9,1209,"千葉9区",205454,190974,383,17680,66606,16576,54925,4813,29991,14354,117,9
12,10,1210,"千葉10区",170880,160329,1159,25089,75291,13831,26964,2111,15884,10358,191,2
12,11,1211,"千葉11区",180217,168830,873,25448,80169,13405,31745,2310,14880,11248,137,2
12,12,1212,"千葉12区",191809,180530,928,24014,86684,12659,30304,4099,21842,11067,212,0
12,13,1213,"千葉13区",209998,193772,427,15251,61483,17822,61955,5900,30934,16133,90,3
12,14,1214,"千葉14区",210673,190496,329,12427,54132,16497,69046,7462,30603,20060,114,3
13,1,1301,"東京1区",170454,158698,129,3754,19606,6522,51137,12372,65178,11672,57,27
