kucode,pref_id,district_name,total_pop,foreigners,pct_foreigners,kuname_x,就業者数_0_総数,就業者数_A_農業，林業,就業者数_01_うち農業,就業者数_B_漁業,就業者数_C_鉱業，採石業，砂利採取業,就業者数_D_建設業,就業者数_E_製造業,就業者数_F_電気・ガス・熱供給・水道業,就業者数_G_情報通信業,就業者数_H_運輸業，郵便業,就業者数_I_卸売業，小売業,就業者数_J_金融業，保険業,就業者数_K_不動産業，物品賃貸業,就業者数_L_学術研究，専門・技術サービス業,就業者数_M_宿泊業，飲食サービス業,就業者数_N_生活関連サービス業，娯楽業,就業者数_O_教育，学習支援業,就業者数_P_医療，福祉,就業者数_Q_複合サービス事業,就業者数_R_サービス業（他に分類されないもの）,就業者数_S_公務（他に分類されるものを除く）,就業者数_T_分類不能の産業,就業者数_R1_（再掲）第1次産業,就業者数_R2_（再掲）第2次産業,就業者数_R3_（再掲）第3次産業,kuname_y,人口_総数,人口_0～4歳,人口_5～9歳,人口_10～14歳,人口_15～19歳,人口_20～24歳,人口_25～29歳,人口_30～34歳,人口_35～39歳,人口_40～44歳,人口_45～49歳,人口_50～54歳,人口_55～59歳,人口_60～64歳,人口_65～69歳,人口_70～74歳,人口_75～79歳,人口_80～84歳,人口_85～89歳,人口_90～94歳,人口_95～99歳,人口_100歳以上,人口_年齢「不詳」,人口_（再掲）15歳未満,人口_（再掲）15～64歳,人口_（再掲）65歳以上,人口_（再掲）75歳以上,人口_（再掲）85歳以上,人口_（再掲）20～69歳
3901,39,高知1区,364016,2191,0.0060189661992879435,高知1区,164199,14397,13192,949,83,12069,13006,732,2299,5903,25776,3785,2530,4589,9247,5363,9248,29405,2342,8375,9015,5086,15346,25158,118609,高知1区,364016,12372,14084,14783,15793,14312,14125,15951,19443,23034,26355,21917,22565,22703,25587,29787,22188,17112,13917,7599,2313,403,7673,41239,196198,118906,63532,24232,205992
3902,39,高知2区,327511,2029,0.006195211763879687,高知2区,144366,13998,12812,2168,260,12987,12401,675,1282,5086,20904,2621,1449,3198,7997,4725,7416,25748,2511,7746,6793,4401,16166,25648,98151,高知2区,327511,9537,11349,12821,13606,10706,10754,12563,15745,18756,22406,19077,20001,22388,26317,30303,22259,17992,14745,8294,2547,424,4921,33707,166002,122881,66261,26010,178713
4001,40,福岡1区,541619,15992,0.02952629062126698,福岡1区,242893,635,618,107,16,15596,18012,1569,12075,20051,46981,6703,7784,10399,16236,8263,10737,30009,841,20903,7030,8946,742,33624,199581,福岡1区,541619,22735,21206,20280,23971,37321,40304,38157,37439,37758,40195,33410,28223,25341,26433,27298,18879,14006,9753,4831,1401,255,32423,64221,342119,102856,49125,16240,344581
4002,40,福岡2区,558742,10026,0.017943881075702203,福岡2区,247151,545,521,61,8,16404,11755,1924,14198,9657,44736,9587,10196,14985,17814,10197,13628,34276,1047,21355,6504,8274,606,28167,210104,福岡2区,558742,22040,23225,22205,23930,33145,34940,34895,38533,41400,43214,36920,32187,28471,29278,30294,20600,15724,11200,5400,1488,222,29431,67470,347635,114206,54634,18310,352983
4003,40,福岡3区,548397,6257,0.011409617485143063,福岡3区,242425,5349,5267,627,32,20246,13396,1608,10602,10324,43432,7734,7531,10039,14790,8815,15613,36398,1696,19555,6518,8120,5976,33674,194655,福岡3区,548397,23531,27218,27528,27993,29741,23530,27099,34032,38506,41667,35276,31815,30650,33664,35158,24879,18398,13090,6469,2008,329,15816,78277,320309,133995,65173,21896,325980
4004,40,福岡4区,489902,5226,0.010667439610371053,福岡4区,217288,3043,2987,423,20,16886,26778,905,5333,21279,38785,3985,4650,5884,10525,7052,10571,29619,1396,15165,8407,6582,3466,43684,163556,福岡4区,489902,23651,26673,26081,23515,21080,21430,26978,32817,35640,37348,29118,26060,28136,31868,33543,23697,17178,11775,6150,1702,291,5171,76405,282122,126204,60793,19918,290475
4005,40,福岡5区,551051,3982,0.0072261914051512475,福岡5区,236474,5742,5598,23,23,22085,20231,1316,6417,14450,43461,5554,6034,8285,12251,7896,11991,32090,1699,17976,10873,8077,5765,42339,180293,福岡5区,551051,24191,27630,28577,28190,25141,23332,27750,33704,38852,42743,36211,32266,32083,35941,37883,26258,19594,13353,6614,1820,311,8607,80398,320272,141774,67950,22098,328023
4006,40,福岡6区,452986,4659,0.010285086073300278,福岡6区,209152,12752,12620,213,10,13795,28382,849,2273,11840,33230,4481,3294,5264,10671,6753,9941,35112,1835,12092,9346,7019,12965,42187,146981,福岡6区,452986,17457,19787,20012,20734,20412,18893,20693,24380,27533,30151,27168,25993,26817,30648,31904,23547,18652,13389,6507,1944,348,26017,57256,242774,126939,64387,22188,252688
4007,40,福岡7区,341021,2657,0.007791309039619261,福岡7区,154953,12540,12341,1106,20,12864,23788,586,905,7653,23002,2219,1555,2719,6867,4847,6547,26607,1793,8669,4847,5819,13646,36672,98816,福岡7区,341021,11980,13892,14744,15402,13041,12959,14867,17464,19487,21209,20333,21020,23578,27291,28656,20721,18029,13754,7040,2161,335,3058,40616,179360,117987,62040,23290,191249
4008,40,福岡8区,411207,4087,0.009939033139027302,福岡8区,173692,4163,4064,87,79,15638,28972,656,1700,9161,26165,2532,2222,3560,7695,6642,7727,32357,1297,10742,7595,4702,4250,44689,120051,福岡8区,411207,15058,17425,17990,18350,17441,16554,18841,22168,24638,26691,22324,22576,26405,33695,35880,25624,20609,15245,7872,2402,428,2991,50473,215988,141755,72180,25947,231333
4009,40,福岡9区,452752,5087,0.011235731703007385,福岡9区,193156,1226,1217,119,41,18009,32044,951,3255,9838,29472,3337,3706,6059,9689,6228,10242,33043,1130,13679,5363,5725,1345,50094,135992,福岡9区,452752,15892,18552,19488,20648,20711,18795,20102,23516,26785,31622,27835,26611,27056,31324,34922,27583,21787,15513,7404,2073,364,14169,53932,243681,140970,74724,25354,254357
4010,40,福岡10区,486277,5728,0.01177929451732243,福岡10区,206854,1172,1122,234,139,16862,25942,931,3639,15444,34397,4355,4390,5777,11639,6794,8936,34881,884,15505,6871,8062,1406,42943,154443,福岡10区,486277,17422,18665,19571,20807,21270,21041,22148,25706,29595,33914,30149,27881,27608,32274,37130,28304,21830,15752,7504,2054,359,25293,55658,260119,145207,75803,25669,271586
4011,40,福岡11区,301260,2998,0.009951536878443868,福岡11区,129096,4228,4089,194,163,10220,27610,589,699,6917,16912,1521,1039,2036,5214,4073,5160,24636,1204,7516,6010,3155,4422,37993,83526,福岡11区,301260,10931,13096,13446,13399,11961,11746,13450,15936,17505,20027,16985,16478,19487,24202,26139,18916,15422,11156,5538,1631,245,3564,37473,156974,103249,52908,18570,167777
4101,41,佐賀1区,406889,3361,0.008260238050180762,佐賀1区,195425,7850,7697,1295,15,13526,28280,1054,2908,10858,29183,4689,2599,4898,9741,6657,11096,30949,1926,11735,10832,5334,9145,41821,139125,佐賀1区,406889,16431,18598,19499,20386,19033,17753,19907,23390,25986,27902,24707,23840,24863,28009,27729,20588,16299,12108,6303,1741,303,11514,54528,227767,113080,57342,20455,235390
4102,41,佐賀2区,404553,2579,0.006374937276450799,佐賀2区,204839,18743,18495,1729,120,19293,32674,1601,1321,7845,27931,3058,1621,3680,10290,6955,9340,34054,2832,10846,7258,3648,20472,52087,128632,佐賀2区,404553,15671,18293,19749,18770,14410,15765,18347,21979,24202,24986,23087,25371,28895,33598,31480,21675,19361,15431,8433,2595,408,2047,53713,215812,132981,67903,26867,230640
4201,42,長崎1区,409118,2601,0.0063575789869915285,長崎1区,184533,2207,2122,804,40,14337,16626,993,3330,8457,29499,6755,3691,7302,12042,6507,9691,35621,1218,12711,7423,5279,3011,31003,145240,長崎1区,409118,14020,15975,16776,18038,17146,16392,18590,20860,23532,28218,25845,26759,28155,32863,32971,22850,19602,14469,7296,2211,342,6208,46771,223535,132604,66770,24318,238360
4202,42,長崎2区,479582,2863,0.005969782018507784,長崎2区,231650,19329,18985,3594,99,19284,25108,1110,1678,9427,33313,4084,2501,4607,11538,7346,12455,42825,3228,12054,12980,5090,22923,44491,159146,長崎2区,479582,19468,22215,23304,22096,15873,18151,22063,26144,29313,32193,29854,31033,34245,37692,36342,26029,22607,17162,8855,2736,413,1794,64987,260965,151836,77802,29166,276561
4203,42,長崎3区,423617,2852,0.006732496571195207,長崎3区,201524,9822,9606,5046,116,17414,23339,1323,1257,8745,28868,3427,2075,3642,11423,7108,9658,33246,2455,13327,15117,4116,14868,40869,141671,長崎3区,423617,15630,18102,18813,17794,14648,15885,18694,22175,24241,26583,25191,26365,30001,35384,35015,24925,22000,16867,8702,2606,414,3582,52545,221577,145913,75514,28589,239167
4301,43,熊本1区,516859,4082,0.00789770517684707,熊本1区,239178,4900,4757,37,11,17313,21637,1074,5214,7975,38335,6955,6203,9183,14827,8809,15258,40728,2260,16541,14269,7649,4937,38961,187631,熊本1区,516859,21182,22769,23614,26642,27889,25436,26853,30451,33995,37328,32919,31881,31361,32143,32387,22965,18483,13819,6853,1998,294,15597,67565,304755,128942,64412,22964,310256
4302,43,熊本2区,375868,3289,0.008750412378813839,熊本2区,175557,13772,13624,828,73,14058,22659,703,2182,7400,27286,3237,2640,3892,8339,6188,7957,30773,1930,10602,6304,4734,14600,36790,119433,熊本2区,375868,15661,17393,17371,17395,15346,15520,18391,21700,23194,24396,21660,22092,24280,27931,27999,20461,17638,13380,7133,2204,424,4299,50425,203974,117170,61240,23141,214510
4303,43,熊本3区,376435,3207,0.00851939909944612,熊本3区,185112,22308,21544,57,75,15893,32385,515,1643,6854,23272,2272,1962,3787,9765,6247,7283,29302,2578,9386,7347,2181,22365,48353,112213,熊本3区,376435,16626,19257,19192,16583,13192,15199,18927,22238,23791,23416,20388,22142,25068,28987,28148,19299,17506,13968,7605,2467,416,2020,55075,200944,118396,61261,24456,213348
4304,43,熊本4区,469139,4013,0.008553968013744327,熊本4区,219412,26993,25650,2873,171,19385,26305,940,869,9737,31653,2824,1780,3626,9295,7397,9052,41140,3327,11158,8776,2111,29866,45861,141574,熊本4区,469139,15572,19124,20605,18751,13400,15608,18845,22665,25393,27205,26877,30426,35355,40703,39780,29883,27372,22152,12019,3546,575,3283,55301,234525,176030,95547,38292,256477
4401,44,大分1区,463837,2637,0.005685186822094831,大分1区,216808,3208,3061,106,65,21090,25382,1347,4694,10155,35999,6268,4405,7448,11996,7421,11754,35432,1520,14726,8856,4936,3314,46537,162021,大分1区,463837,19086,21193,21990,21997,20379,21119,23992,27726,32175,35156,28765,26979,28178,31114,32587,23067,16577,11776,5951,1728,242,12060,62269,266466,123042,59341,19697,275583
4402,44,大分2区,303269,2046,0.006746485793140743,大分2区,143254,16261,14974,1724,518,12975,18231,567,738,5811,19302,1759,1297,2860,8043,4691,6116,24215,1969,7446,7310,1421,17985,31724,92124,大分2区,303269,8966,11076,12359,11393,8411,9452,11310,14063,16707,17924,16389,18407,22102,26786,28880,21395,19160,15681,8580,2433,407,1388,32401,146158,123322,67656,27101,161551
4403,44,大分3区,356746,5485,0.01537508479422334,大分3区,160260,9669,9420,949,18,11210,28247,570,1238,6037,21646,2344,1998,3348,9894,5440,7716,28590,1675,9067,7126,3478,10618,39475,106689,大分3区,356746,11939,13828,14835,15316,13982,13433,15601,18097,20662,22632,20415,20570,23195,26817,29616,22661,18651,14716,7707,2312,348,9413,40602,183903,122828,66395,25083,195404
4501,45,宮崎1区,426671,2256,0.005287446299373522,宮崎1区,193402,10687,10252,303,31,14525,15775,1126,4397,7449,31060,5312,3441,6401,11517,6966,12414,32870,1467,12728,9519,5414,10990,30331,146667,宮崎1区,426671,17102,19530,20247,19809,17400,17482,20583,24222,28025,30710,26231,25921,27054,29841,30833,21373,16768,12635,6389,1878,309,12329,56879,237437,120026,59352,21211,247469
4502,45,宮崎2区,319057,1555,0.004873737294589995,宮崎2区,154209,18266,16236,1496,49,14846,23406,660,1129,5447,20310,2179,1558,2788,6866,4991,6321,24177,2392,8214,6874,2240,19762,38301,93906,宮崎2区,319057,11501,13743,14888,13608,10312,11325,13307,16197,18808,20108,17822,19617,22699,26594,27132,19169,16985,13260,7032,1987,344,2619,40132,163803,112503,58777,22623,176789
4503,45,宮崎3区,323848,2663,0.008222993503124923,宮崎3区,150981,17648,16480,775,39,12326,20550,506,914,6754,21346,2232,1356,2916,6634,5042,6755,26152,2360,7630,7026,2020,18423,32915,97623,宮崎3区,323848,12582,14780,15400,13930,10119,11944,14314,17700,19068,19089,17220,19753,23878,26827,25832,18593,17113,14010,7232,2020,387,2057,42762,167015,112014,59355,23649,179912
4601,46,鹿児島1区,424890,1850,0.0043540681117465695,鹿児島1区,192910,2191,2060,196,26,15095,10288,1165,4116,8648,34140,6105,4228,6906,12899,7468,12426,38450,1405,13173,8518,5467,2387,25409,159647,鹿児島1区,424890,15342,17497,18488,19284,18441,16878,18962,22943,26158,28301,25143,25026,26426,29031,28481,20895,16730,12822,6570,1911,316,29245,51327,227562,116756,59244,21619,237309
4602,46,鹿児島2区,398675,2334,0.005854392675738384,鹿児島2区,188334,17195,16909,1092,140,16054,15277,955,1658,8641,30813,2852,2186,3757,10731,6299,9739,35986,3180,9670,9422,2687,18287,31471,135889,鹿児島2区,398675,15856,18349,18861,17159,11713,14013,17964,22019,23453,23525,22292,24959,30528,34142,29561,20759,18007,14738,8403,2651,471,9252,53066,207625,128732,65029,26263,224608
4603,46,鹿児島3区,378178,2904,0.0076789236814410146,鹿児島3区,176794,13991,13283,1571,273,15184,29015,1321,886,7386,23695,2296,1688,3117,8304,6255,8640,31817,2537,8810,8316,1692,15562,44472,115068,鹿児島3区,378178,14336,17073,17634,16909,11623,13601,16554,19959,21440,22645,21300,23485,27380,31646,30110,21890,19862,16073,9113,2867,486,2192,49043,194896,132047,70291,28539,209633
4604,46,鹿児島4区,386513,2949,0.007629756308325982,鹿児島4区,180305,23505,22698,1723,94,13935,23412,766,801,7058,23199,2142,1671,3588,9705,5707,8524,29561,2864,9105,9753,3192,25228,37441,114444,鹿児島4区,386513,15389,18109,18447,15825,12461,14288,17609,21029,22144,22538,21916,25091,29210,31653,28913,20201,20539,16267,8069,2319,395,4101,51945,202111,128356,67790,27050,217939
4701,47,沖縄1区,329331,4671,0.014183298869526403,沖縄1区,132057,1664,1642,393,28,7957,5272,700,5096,6895,19759,4164,4400,5436,11078,4633,7737,17830,1127,12365,10312,5211,2057,13257,111532,沖縄1区,329331,14530,16528,16892,16681,15455,16340,18397,20116,21785,24937,22538,20420,19463,20974,17313,12221,11870,8159,3860,994,208,9650,47950,196132,75599,37312,13221,200425
4702,47,沖縄2区,373853,5546,0.014834707759466955,沖縄2区,141282,1301,1291,166,34,13469,6679,851,3995,5862,22245,2779,3419,5061,10061,5559,9318,22520,950,13730,6738,6545,1467,20182,113088,沖縄2区,373853,19829,21551,21628,21006,20177,19615,21335,23758,25344,28022,24167,21854,21187,22224,17464,12388,11628,7678,3432,1042,258,8266,63008,226465,76114,36426,12410,227683
4703,47,沖縄3区,396314,5065,0.012780270189798998,沖縄3区,146008,7257,7170,923,143,15895,6852,846,2298,4467,18426,1673,2341,3558,13877,5843,8577,24595,1196,13265,7512,6464,8180,22890,108474,沖縄3区,396314,20896,22185,22376,22007,19622,20202,21996,24025,25611,27654,23825,23521,25151,26280,21104,13772,13125,9277,4996,1538,405,6746,65457,233614,90497,43113,16216,237887
4704,47,沖縄4区,367982,2875,0.007812882151844384,沖縄4区,158072,10727,10678,836,84,14701,8239,699,2986,8370,21225,2424,3285,4445,11661,5972,8346,25585,1651,10445,11238,5153,11563,23024,118332,沖縄4区,367982,22079,23153,21599,18099,14875,18126,21861,25203,24989,25021,21187,21619,23963,24893,18897,12571,11750,8351,4330,1396,310,3710,66831,214943,82498,38708,14387,221737
